Contact Start Utc Ts,Contact End Utc Ts,Negative Survey Response Count,Survey Response Count,Language,End State,Cancel Reason,Cancel Reason Explained
2019-09-25 17:09:27,2019-09-25 17:16:25,0,0,pt_BR,FullyResolved,,
